dist_code,month,documents_registered_cnt,documents_registered_rev,estamps_challans_cnt,estamps_challans_rev,diff,total,avg_per
23_1,01-03-2022,5272,142261728,5431,144746643,2484915,287008371,50%
23_1,01-12-2021,4643,119571114,4683,121657487,2086373,241228601,50%
23_3,01-07-2021,6733,147871036,7041,150448956,2577920,298319992,50%
14_3,01-03-2021,2700,26281387,2698,26739367,457980,53020754,50%
20_2,01-02-2023,1935,58590128,1954,59608627,1018499,118198755,50%
19_4,01-01-2021,257,4415248,283,4491698,76450,8906946,50%
15_3,01-07-2022,1291,47635696,1333,48449014,813318,96084710,50%
20_2,01-02-2021,2102,41016225,2096,41712838,696613,82729063,50%
14_2,01-04-2022,1530,31200400,1593,31730285,529885,62930685,50%
14_4,01-08-2021,1314,23947508,1406,24354095,406587,48301603,50%
14_3,01-11-2022,2155,43697390,2275,44431440,734050,88128830,50%
17_2,01-10-2021,5494,573226514,5800,582851656,9625142,1156078170,50%
18_1,01-10-2022,3177,103483858,3272,105216212,1732354,208700070,50%
18_2,01-04-2022,1592,40413483,1659,41078977,665494,81492460,50%
21_5,01-11-2022,1002,24809072,1044,25214470,405398,50023542,50%
20_2,01-04-2022,1366,44513775,1399,45240512,726737,89754287,50%
20_4,01-04-2022,1217,52079295,1267,52919850,840555,104999145,50%
14_5,01-12-2021,837,31344341,857,31847116,502775,63191457,50%
21_3,01-06-2022,1446,37973277,1592,38580986,607709,76554263,50%
15_2,01-08-2021,12403,1492750152,13487,1516534407,23784255,3009284559,50%
18_1,01-07-2022,3161,103854975,3305,105456567,1601592,209311542,50%
18_2,01-02-2021,2601,32015829,2613,32500843,485014,64516672,50%
15_2,01-06-2022,13465,1974321140,14032,2003525073,29203933,3977846213,50%
19_2,01-08-2021,918,18067136,946,18329133,261997,36396269,50%
23_1,01-06-2022,4155,116553271,4302,118240960,1687689,234794231,50%
19_1,01-08-2022,619,22973172,648,23303967,330795,46277139,50%
23_3,01-08-2021,4831,163372028,5179,165699671,2327643,329071699,50%
19_1,01-10-2021,1297,53133516,1351,53889596,756080,107023112,50%
14_2,01-08-2021,1218,19959853,1269,20241078,281225,40200931,50%
21_3,01-09-2022,1570,40285886,1645,40852247,566361,81138133,50%
23_1,01-03-2021,6987,122097867,7444,123801118,1703251,245898985,50%
15_2,01-11-2022,14031,1826839377,14831,1852307919,25468542,3679147296,50%
14_4,01-12-2022,1531,32841412,1612,33293028,451616,66134440,50%
14_4,01-04-2021,1935,20806352,2006,21085087,278735,41891439,50%
20_2,01-05-2022,1639,53618990,1680,54330667,711677,107949657,50%
16_1,01-08-2022,5193,1152834266,5723,1168086723,15252457,2320920989,50%
17_2,01-01-2023,5537,661440177,5968,670181601,8741424,1331621778,50%
21_2,01-02-2023,899,21021768,926,21296483,274715,42318251,50%
21_1,01-11-2022,4112,243322137,4536,246494353,3172216,489816490,50%
15_3,01-01-2021,1747,28628045,1792,29000326,372281,57628371,50%
16_1,01-07-2022,5214,1008152412,5610,1020993124,12840712,2029145536,50%
20_3,01-07-2022,1538,36197653,1559,36656253,458600,72853906,50%
21_5,01-02-2022,1212,27972547,1172,28325138,352591,56297685,50%
18_1,01-11-2022,3804,127141742,3976,128740049,1598307,255881791,50%
19_4,01-07-2022,180,5285698,200,5351183,65485,10636881,50%
23_3,01-04-2022,6279,226546587,6536,229338699,2792112,455885286,50%
20_3,01-01-2021,1667,19340158,1700,19576930,236772,38917088,50%
17_2,01-03-2021,7882,597908360,8248,605185751,7277391,1203094111,50%
19_1,01-12-2022,1212,42679882,1271,43190728,510846,85870610,50%
18_1,01-08-2021,4356,117415214,4758,118814225,1399011,236229439,50%
14_4,01-12-2021,1476,32867349,1493,33258428,391079,66125777,50%
21_2,01-08-2021,743,17734120,795,17942328,208208,35676448,50%
21_2,01-11-2021,541,12005752,560,12146441,140689,24152193,50%
14_3,01-12-2022,2197,36811871,2212,37237639,425768,74049510,50%
20_2,01-11-2022,1763,52234818,1772,52835550,600732,105070368,50%
20_1,01-08-2022,2646,134360250,2729,135895649,1535399,270255899,50%
15_1,01-02-2023,19027,2975677528,19878,3009512192,33834664,5985189720,50%
23_3,01-11-2022,5334,166902177,5476,168772405,1870228,335674582,50%
20_4,01-07-2021,1771,46881606,2002,47390191,508585,94271797,50%
20_1,01-07-2022,2625,118665402,2671,119944058,1278656,238609460,50%
16_1,01-11-2022,5292,1208056701,5731,1220973752,12917051,2429030453,50%
14_2,01-01-2022,2215,41168334,2307,41604911,436577,82773245,50%
17_3,01-11-2022,3662,80145147,3612,80989255,844108,161134402,50%
21_3,01-07-2022,1512,34217933,1500,34574800,356867,68792733,50%
22_1,01-08-2022,2859,139266851,3052,140688447,1421596,279955298,50%
14_4,01-11-2022,1515,35171616,1560,35516032,344416,70687648,50%
15_1,01-03-2021,28520,2956838178,29875,2984010113,27171935,5940848291,50%
20_3,01-02-2021,2238,26235213,2227,26474128,238915,52709341,50%
19_1,01-02-2023,1030,40576830,1098,40937396,360566,81514226,50%
14_1,01-08-2021,2411,66454883,2548,67040597,585714,133495480,50%
19_2,01-04-2022,1303,35864652,1347,36164438,299786,72029090,50%
20_1,01-04-2022,2776,135392259,2852,136515526,1123267,271907785,50%
20_4,01-12-2022,1496,57282591,1479,57747406,464815,115029997,50%
14_2,01-12-2021,1585,28565560,1670,28797342,231782,57362902,50%
22_1,01-02-2023,3329,161996191,3538,163300033,1303842,325296224,50%
20_3,01-04-2022,1615,36241329,1659,36531525,290196,72772854,50%
21_2,01-07-2021,773,15157231,861,15276247,119016,30433478,50%
16_1,01-09-2022,5469,1079444350,5842,1087686732,8242382,2167131082,50%
20_2,01-07-2021,1697,39225545,1789,39518482,292937,78744027,50%
19_3,01-04-2021,1408,27409615,1469,27613236,203621,55022851,50%
20_1,01-01-2021,4034,110112162,4156,110928964,816802,221041126,50%
20_2,01-11-2021,1270,36626576,1354,36884199,257623,73510775,50%
15_3,01-06-2022,1500,47477486,1499,47810409,332923,95287895,50%
21_3,01-04-2022,1402,35414340,1456,35650777,236437,71065117,50%
17_1,01-02-2023,1255,57992565,1170,58379617,387052,116372182,50%
19_4,01-07-2021,248,3471375,258,3493455,22080,6964830,50%
15_2,01-09-2022,13038,2083549461,13813,2096442363,12892902,4179991824,50%
23_1,01-07-2022,4354,118724734,4470,119439469,714735,238164203,50%
15_1,01-12-2021,23804,3615678359,24783,3637276396,21598037,7252954755,50%
21_5,01-09-2022,1231,30494050,1269,30675635,181585,61169685,50%
19_4,01-04-2021,225,2735135,218,2751315,16180,5486450,50%
18_1,01-12-2022,4440,145018110,4658,145874652,856542,290892762,50%
14_1,01-01-2021,3954,79370990,4116,79833516,462526,159204506,50%
14_4,01-04-2022,1800,40005628,1840,40225341,219713,80230969,50%
23_3,01-10-2021,4395,166735167,4650,167608146,872979,334343313,50%
21_5,01-12-2021,961,25713764,986,25846134,132370,51559898,50%
17_2,01-04-2022,6628,685690327,6508,689195855,3505528,1374886182,50%
19_4,01-05-2021,48,720178,46,723798,3620,1443976,50%
23_1,01-11-2021,3837,104360769,3914,104877460,516691,209238229,50%
14_2,01-11-2021,1329,21440970,1364,21543338,102368,42984308,50%
16_1,01-03-2023,5706,1839593612,6223,1848245203,8651591,3687838815,50%
16_1,01-02-2023,5215,1111618896,5578,1116823805,5204909,2228442701,50%
21_3,01-08-2022,1504,40086249,1545,40272693,186444,80358942,50%
14_1,01-04-2022,3253,105448377,3285,105928140,479763,211376517,50%
22_1,01-12-2021,3856,163622183,3971,164356449,734266,327978632,50%
19_1,01-01-2023,1050,36387664,1062,36546433,158769,72934097,50%
15_3,01-03-2022,1664,49549636,1691,49760528,210892,99310164,50%
14_2,01-03-2021,2531,26375490,2594,26484729,109239,52860219,50%
18_2,01-08-2022,1348,39243390,1389,39388216,144826,78631606,50%
18_2,01-03-2022,1982,44277767,2048,44434626,156859,88712393,50%
21_6,01-01-2022,1107,24526478,1159,24606912,80434,49133390,50%
14_4,01-12-2020,428,9554012,457,9579862,25850,19133874,50%
19_3,01-12-2021,1972,51517883,1947,51652128,134245,103170011,50%
22_2,01-06-2022,551,30536426,609,30610762,74336,61147188,50%
21_5,01-04-2022,1258,38848963,1358,38941588,92625,77790551,50%
15_1,01-10-2021,19561,2689013140,20785,2695026933,6013793,5384040073,50%
23_3,01-10-2022,4094,124787453,4232,125033422,245969,249820875,50%
20_3,01-02-2023,1740,34638402,1763,34704002,65600,69342404,50%
14_2,01-05-2021,423,5395294,475,5403462,8168,10798756,50%
14_3,01-03-2023,2412,48372295,2475,48439941,67646,96812236,50%
14_4,01-07-2022,1474,37222538,1509,37265917,43379,74488455,50%
14_4,01-05-2022,1705,49330569,1736,49386186,55617,98716755,50%
15_3,01-03-2021,1580,31719544,1620,31749674,30130,63469218,50%
23_2,01-07-2022,2776,78687279,2717,78735343,48064,157422622,50%
17_2,01-05-2022,6185,633377303,6652,633673028,295725,1267050331,50%
20_1,01-03-2022,3329,144081348,3463,144101845,20497,288183193,50%
19_4,01-08-2022,220,7605809,218,7606749,940,15212558,50%
18_2,01-02-2023,1595,37903505,1637,37903955,450,75807460,50%
23_3,01-02-2023,4932,259411612,5061,259392115,-19497,518803727,50%
15_2,01-07-2021,17250,1974813893,18317,1974476551,-337342,3949290444,50%
14_5,01-04-2022,984,23475205,1010,23470165,-5040,46945370,50%
15_3,01-07-2021,1524,32843979,1646,32820156,-23823,65664135,50%
14_2,01-12-2022,1349,26168756,1386,26145714,-23042,52314470,50%
20_3,01-04-2021,1403,16496300,1374,16480338,-15962,32976638,50%
14_4,01-09-2022,1526,31238664,1557,31205059,-33605,62443723,50%
20_2,01-04-2021,1300,25835461,1301,25806876,-28585,51642337,50%
16_1,01-04-2021,4406,682848285,4595,682010609,-837676,1364858894,50%
20_3,01-01-2023,1998,42559764,2021,42506769,-52995,85066533,50%
23_3,01-12-2021,5929,153961808,6095,153765224,-196584,307727032,50%
20_1,01-07-2021,3489,96441709,3621,96311428,-130281,192753137,50%
21_3,01-07-2021,1072,19283392,1082,19257115,-26277,38540507,50%
14_4,01-05-2021,233,3717639,287,3711965,-5674,7429604,50%
22_1,01-07-2021,5374,167129346,5680,166873837,-255509,334003183,50%
20_3,01-03-2022,1845,37753914,1832,37695184,-58730,75449098,50%
22_1,01-02-2021,5630,159732794,5689,159475445,-257349,319208239,50%
19_2,01-01-2022,1819,42181883,1997,42101890,-79993,84283773,50%
16_1,01-06-2022,5581,1098145933,6114,1095798340,-2347593,2193944273,50%
21_1,01-04-2021,4150,141041302,4372,140719627,-321675,281760929,50%
15_1,01-05-2022,20591,3315596443,21722,3307019756,-8576687,6622616199,50%
14_1,01-05-2021,652,18952470,718,18902087,-50383,37854557,50%
20_1,01-02-2023,3031,139773583,3024,139361911,-411672,279135494,50%
23_1,01-02-2023,4227,106442600,4297,106085878,-356722,212528478,50%
21_5,01-03-2022,1548,37974048,1635,37841324,-132724,75815372,50%
14_1,01-04-2021,2784,51136932,2765,50954652,-182280,102091584,50%
14_4,01-06-2022,1452,29412988,1455,29307998,-104990,58720986,50%
21_1,01-07-2021,5000,205332602,5632,204547161,-785441,409879763,50%
23_2,01-11-2022,3120,94142762,3289,93708374,-434388,187851136,50%
14_1,01-06-2022,2552,90044509,2598,89618011,-426498,179662520,50%
20_1,01-11-2022,2807,113953428,2862,113408135,-545293,227361563,50%
20_1,01-11-2021,2386,100625337,2522,100137870,-487467,200763207,50%
19_1,01-01-2021,1952,38551614,1967,38359371,-192243,76910985,50%
14_3,01-10-2022,1882,36974439,1932,36788309,-186130,73762748,50%
15_3,01-11-2021,1271,35073808,1203,34889988,-183820,69963796,50%
20_1,01-02-2021,4423,108104735,4568,107504751,-599984,215609486,50%
22_1,01-06-2022,3947,190749698,4091,189685610,-1064088,380435308,50%
20_1,01-12-2022,3004,142858373,3035,142058913,-799460,284917286,50%
23_3,01-12-2022,5176,167334275,5312,166377762,-956513,333712037,50%
23_2,01-10-2022,2427,71385785,2536,70971902,-413883,142357687,50%
18_1,01-12-2021,4755,131511775,4988,130736443,-775332,262248218,50%
14_2,01-05-2022,1738,30933470,1794,30749220,-184250,61682690,50%
14_4,01-03-2022,2280,45022715,2294,44735926,-286789,89758641,50%
21_6,01-04-2022,684,13520532,687,13433232,-87300,26953764,50%
23_1,01-04-2022,4357,121359247,4476,120554337,-804910,241913584,50%
14_4,01-06-2021,1656,19264341,1760,19135225,-129116,38399566,50%
14_2,01-06-2022,1323,26789974,1333,26610044,-179930,53400018,50%
14_4,01-10-2022,1270,27008600,1277,26823357,-185243,53831957,50%
15_2,01-11-2021,14532,2115731374,15485,2101100602,-14630772,4216831976,50%
23_1,01-05-2022,4332,125675316,4360,124802408,-872908,250477724,50%
14_4,01-10-2021,1382,27753248,1416,27559323,-193925,55312571,50%
14_1,01-03-2022,3699,111740736,3896,110951795,-788941,222692531,50%
17_1,01-12-2020,500,14062784,429,13961250,-101534,28024034,50%
20_3,01-03-2023,2236,48122659,2247,47762729,-359930,95885388,50%
14_1,01-07-2022,2477,85214519,2563,84543841,-670678,169758360,50%
21_1,01-02-2023,3899,216193059,3963,214433314,-1759745,430626373,50%
14_1,01-12-2022,2784,85098197,2880,84393869,-704328,169492066,50%
21_2,01-10-2021,725,15529770,725,15400161,-129609,30929931,50%
21_1,01-12-2021,4299,218032538,4732,216151574,-1880964,434184112,50%
14_4,01-03-2021,2299,25221982,2422,25002780,-219202,50224762,50%
14_4,01-07-2021,1805,23088238,1913,22886646,-201592,45974884,50%
21_6,01-03-2021,935,12748046,946,12633493,-114553,25381539,50%
20_3,01-09-2022,2155,49629053,2122,49178446,-450607,98807499,50%
18_1,01-04-2022,3423,102037591,3492,101095524,-942067,203133115,50%
14_4,01-02-2021,1941,22259156,2016,22051415,-207741,44310571,50%
21_2,01-04-2022,810,23073584,803,22857614,-215970,45931198,50%
16_1,01-10-2022,4778,1094374121,5156,1084103286,-10270835,2178477407,50%
19_4,01-01-2022,393,10153318,402,10057788,-95530,20211106,50%
23_3,01-02-2021,6306,110091375,6484,109054471,-1036904,219145846,50%
20_3,01-11-2021,1121,21606293,1144,21402553,-203740,43008846,50%
20_2,01-03-2023,2067,64203357,2113,63592151,-611206,127795508,50%
20_3,01-08-2021,1468,29893907,1461,29608047,-285860,59501954,50%
17_3,01-06-2022,3641,85919031,3008,85050270,-868761,170969301,50%
15_2,01-03-2023,14960,2205243820,15946,2182774900,-22468920,4388018720,50%
18_2,01-12-2021,1970,49249333,1984,48736391,-512942,97985724,50%
22_1,01-11-2021,3540,158338406,3749,156684882,-1653524,315023288,50%
21_6,01-02-2023,766,16263760,794,16080717,-183043,32344477,50%
14_3,01-05-2022,2175,47900830,2278,47346177,-554653,95247007,50%
19_3,01-08-2022,1680,60029351,1834,59331178,-698173,119360529,50%
21_1,01-10-2021,3492,214491909,3760,211963276,-2528633,426455185,50%
15_3,01-08-2022,1038,30174684,1091,29815444,-359240,59990128,50%
21_6,01-06-2021,563,7522650,587,7432563,-90087,14955213,50%
20_3,01-10-2022,1457,33213252,1449,32811948,-401304,66025200,50%
20_4,01-11-2022,1284,55755488,1310,55053518,-701970,110809006,50%
23_1,01-12-2022,4434,114308244,4361,112865647,-1442597,227173891,50%
20_4,01-08-2021,1252,49098127,1297,48473037,-625090,97571164,50%
21_3,01-05-2022,1665,48228858,1716,47587612,-641246,95816470,50%
15_2,01-12-2021,17138,2212551723,17652,2183038596,-29513127,4395590319,50%
15_2,01-10-2022,11599,1749174335,12086,1725641810,-23532525,3474816145,50%
14_4,01-01-2021,2318,27666804,2461,27289704,-377100,54956508,50%
20_2,01-09-2022,1601,50871116,1579,50155036,-716080,101026152,50%
14_2,01-10-2022,1099,28122749,1130,27719018,-403731,55841767,50%
21_5,01-08-2021,1419,29554141,1431,29128733,-425408,58682874,50%
22_1,01-08-2021,4162,163737361,4307,161366554,-2370807,325103915,50%
20_2,01-01-2021,1828,33896496,1881,33398373,-498123,67294869,50%
18_1,01-02-2021,7167,117576137,7106,115846156,-1729981,233422293,50%
18_2,01-08-2021,1697,35489556,1827,34963355,-526201,70452911,50%
18_1,01-01-2021,7154,146747246,7515,144547418,-2199828,291294664,50%
15_2,01-12-2022,14856,2334567346,15549,2297583064,-36984282,4632150410,50%
23_1,01-10-2022,3361,100036661,3429,98427398,-1609263,198464059,50%
21_6,01-12-2021,1045,22083926,1046,21728281,-355645,43812207,50%
15_1,01-11-2021,20712,3508006943,21708,3451237270,-56769673,6959244213,50%
15_3,01-12-2021,1699,48997569,1590,48179813,-817756,97177382,50%
14_5,01-10-2022,612,15011952,642,14760946,-251006,29772898,50%
14_2,01-02-2023,1258,26321587,1286,25878004,-443583,52199591,50%
15_1,01-02-2021,25991,2642344782,26731,2597611681,-44733101,5239956463,50%
21_2,01-08-2022,729,21221709,785,20858235,-363474,42079944,50%
23_3,01-07-2022,5079,176853882,5334,173818740,-3035142,350672622,50%
20_4,01-03-2022,1635,69075770,1682,67889754,-1186016,136965524,50%
20_2,01-12-2022,2037,64542761,2014,63434536,-1108225,127977297,50%
17_1,01-01-2021,1393,46369648,1452,45564560,-805088,91934208,50%
19_1,01-07-2021,954,24147947,1557,23725423,-422524,47873370,50%
23_1,01-01-2021,8549,129561395,8701,127273791,-2287604,256835186,50%
22_1,01-11-2022,3375,172121398,3491,169028940,-3092458,341150338,50%
14_2,01-04-2021,2143,24154048,2130,23717258,-436790,47871306,50%
19_1,01-06-2022,893,33061858,908,32457758,-604100,65519616,50%
18_2,01-01-2021,2571,36514888,2718,35840670,-674218,72355558,50%
20_4,01-01-2021,1540,35298150,1526,34635106,-663044,69933256,50%
15_1,01-01-2023,17671,2968698366,19201,2911793905,-56904461,5880492271,50%
17_1,01-09-2022,1262,54338851,1266,53296490,-1042361,107635341,50%
18_2,01-07-2022,1568,39274205,1553,38517549,-756656,77791754,50%
14_3,01-08-2021,1879,32000265,1982,31374981,-625284,63375246,50%
14_4,01-02-2022,1576,31646259,1641,31026244,-620015,62672503,50%
16_1,01-12-2022,5898,1355787536,6308,1329150331,-26637205,2684937867,50%
22_1,01-12-2022,3528,165181429,3528,161886885,-3294544,327068314,49%
17_2,01-02-2022,6497,710409599,6523,695995363,-14414236,1406404962,49%
14_5,01-09-2022,782,19708896,800,19295401,-413495,39004297,49%
15_2,01-02-2021,18510,1629806056,18711,1595214532,-34591524,3225020588,49%
19_1,01-03-2023,1388,45439848,1407,44472607,-967241,89912455,49%
15_2,01-10-2021,13212,1678856481,13894,1642644403,-36212078,3321500884,49%
17_3,01-04-2022,3421,92665068,3303,90629017,-2036051,183294085,49%
23_1,01-04-2021,5901,96865061,5915,94722515,-2142546,191587576,49%
21_3,01-08-2021,861,19007378,894,18586944,-420434,37594322,49%
23_1,01-09-2022,4260,121333083,4299,118647525,-2685558,239980608,49%
17_3,01-11-2021,3140,66192075,3125,64726460,-1465615,130918535,49%
17_3,01-08-2021,2618,46892825,2579,45848925,-1043900,92741750,49%
21_6,01-06-2022,964,17801739,956,17398343,-403396,35200082,49%
15_2,01-08-2022,13231,2042609039,13836,1996055423,-46553616,4038664462,49%
19_2,01-03-2023,1361,42966869,1378,41977010,-989859,84943879,49%
14_3,01-09-2022,2341,47520510,2421,46425308,-1095202,93945818,49%
18_2,01-05-2022,1596,37513866,1587,36639493,-874373,74153359,49%
18_2,01-04-2021,2092,26448596,2110,25816135,-632461,52264731,49%
20_4,01-08-2022,981,43236533,1001,42184867,-1051666,85421400,49%
19_2,01-05-2022,1326,29781771,1309,29056396,-725375,58838167,49%
14_3,01-08-2022,1998,39184503,1989,38221212,-963291,77405715,49%
16_1,01-12-2020,2997,665356234,3121,648963721,-16392513,1314319955,49%
21_5,01-01-2023,1342,32693841,1324,31873632,-820209,64567473,49%
20_2,01-08-2021,1440,39375784,1510,38376257,-999527,77752041,49%
17_2,01-01-2021,8148,590462146,8318,575419839,-15042307,1165881985,49%
20_2,01-03-2021,2032,39405081,2075,38401196,-1003885,77806277,49%
18_2,01-07-2021,2315,42131544,2484,41047678,-1083866,83179222,49%
15_3,01-03-2023,1520,48535604,1544,47283515,-1252089,95819119,49%
14_2,01-10-2021,1397,24786547,1439,24145791,-640756,48932338,49%
17_1,01-08-2021,696,26867814,721,26172990,-694824,53040804,49%
14_3,01-02-2023,2103,36437634,2066,35458677,-978957,71896311,49%
16_1,01-04-2022,4771,1211822842,5070,1178763492,-33059350,2390586334,49%
14_3,01-03-2022,2595,50501834,2593,49114636,-1387198,99616470,49%
14_2,01-11-2022,1329,25749056,1356,25037646,-711410,50786702,49%
20_1,01-09-2022,2927,141616320,2968,137701716,-3914604,279318036,49%
22_2,01-10-2022,466,23380209,484,22733474,-646735,46113683,49%
20_3,01-06-2022,1294,28917193,1280,28108723,-808470,57025916,49%
19_3,01-03-2022,2020,54835460,2082,53289363,-1546097,108124823,49%
16_1,01-01-2021,6473,934665789,6803,908230432,-26435357,1842896221,49%
16_1,01-12-2021,6405,1318851223,6892,1281279530,-37571693,2600130753,49%
19_3,01-11-2022,1784,63735004,1850,61917709,-1817295,125652713,49%
23_2,01-08-2021,3061,80529989,3149,78220990,-2308999,158750979,49%
21_1,01-09-2022,4268,239074293,4488,232183529,-6890764,471257822,49%
21_2,01-05-2022,795,22950907,866,22284377,-666530,45235284,49%
15_3,01-05-2022,1460,48940065,1513,47492587,-1447478,96432652,49%
18_1,01-06-2022,3965,119484825,3951,115946663,-3538162,235431488,49%
23_2,01-01-2021,4993,85323706,5017,82778338,-2545368,168102044,49%
21_2,01-09-2022,874,21435284,864,20791822,-643462,42227106,49%
21_5,01-03-2023,1484,34154402,1499,33128850,-1025552,67283252,49%
15_2,01-04-2022,14700,2247203989,15466,2179535206,-67668783,4426739195,49%
14_1,01-11-2021,2527,79043084,2610,76616047,-2427037,155659131,49%
20_4,01-03-2021,2522,53764905,2393,52096800,-1668105,105861705,49%
21_3,01-02-2021,1649,26715409,1679,25858843,-856566,52574252,49%
21_1,01-06-2022,3897,236917721,4288,229301303,-7616418,466219024,49%
18_1,01-04-2021,4054,68844805,4121,66604950,-2239855,135449755,49%
14_5,01-03-2023,980,23898383,1026,23106330,-792053,47004713,49%
14_3,01-06-2021,2104,22910805,2237,22144487,-766318,45055292,49%
23_3,01-02-2022,5370,161878005,5376,156411004,-5467001,318289009,49%
17_3,01-02-2021,3383,67500024,3340,65177851,-2322173,132677875,49%
23_2,01-08-2022,2330,78378002,2422,75675434,-2702568,154053436,49%
23_1,01-10-2021,4500,119963039,4525,115813911,-4149128,235776950,49%
20_3,01-03-2021,2277,26378069,2234,25457866,-920203,51835935,49%
17_2,01-12-2021,7192,880575591,7596,849615176,-30960415,1730190767,49%
23_2,01-10-2021,2427,72909289,2589,70342678,-2566611,143251967,49%
14_4,01-11-2021,1287,27596461,1316,26624927,-971534,54221388,49%
14_1,01-02-2021,3310,71273670,3378,68717372,-2556298,139991042,49%
21_3,01-04-2021,1178,19237074,1224,18540114,-696960,37777188,49%
19_3,01-10-2022,1263,47960456,1333,46193479,-1766977,94153935,49%
15_2,01-02-2023,12810,1916206633,13465,1845582136,-70624497,3761788769,49%
20_2,01-05-2021,244,4743434,246,4568479,-174955,9311913,49%
19_3,01-01-2021,2082,44855428,2139,43192088,-1663340,88047516,49%
14_5,01-03-2022,951,19924894,965,19183620,-741274,39108514,49%
20_1,01-10-2021,2815,110778010,2818,106623255,-4154755,217401265,49%
20_4,01-12-2021,1361,55446849,1379,53328909,-2117940,108775758,49%
17_2,01-08-2022,5486,629422943,5551,605212052,-24210891,1234634995,49%
19_3,01-11-2021,1341,52011274,1394,49958633,-2052641,101969907,49%
20_4,01-10-2021,1091,43566119,1172,41833639,-1732480,85399758,49%
22_2,01-01-2022,1068,32400076,1314,31103873,-1296203,63503949,49%
20_3,01-12-2020,317,4014287,313,3852147,-162140,7866434,49%
19_4,01-08-2021,152,3689413,145,3539843,-149570,7229256,49%
15_3,01-02-2021,1437,20751052,1483,19907195,-843857,40658247,49%
20_2,01-12-2021,1724,50518882,1707,48460675,-2058207,98979557,49%
21_2,01-12-2022,887,20785376,890,19938358,-847018,40723734,49%
21_3,01-12-2021,1169,27514562,1142,26379563,-1134999,53894125,49%
19_1,01-12-2021,1485,40220723,1535,38525942,-1694781,78746665,49%
18_1,01-09-2022,3831,128996874,3944,123526578,-5470296,252523452,49%
19_3,01-07-2021,1430,35496990,1490,33985799,-1511191,69482789,49%
19_4,01-02-2021,206,3473879,216,3324890,-148989,6798769,49%
20_3,01-12-2022,1856,39239087,1842,37552767,-1686320,76791854,49%
15_1,01-06-2022,19902,3189161131,20747,3052058286,-137102845,6241219417,49%
14_2,01-02-2022,1258,24239635,1301,23196859,-1042776,47436494,49%
15_1,01-10-2022,16350,2778577494,17170,2658917737,-119659757,5437495231,49%
16_1,01-02-2022,4957,1019440778,5451,975133672,-44307106,1994574450,49%
18_1,01-11-2021,4057,118192065,4335,113029788,-5162277,231221853,49%
23_3,01-03-2021,7395,123865951,7713,118387423,-5478528,242253374,49%
14_5,01-11-2021,735,13091576,746,12507056,-584520,25598632,49%
17_2,01-06-2022,5907,678801375,6110,648241383,-30559992,1327042758,49%
21_6,01-12-2020,127,3456418,146,3297808,-158610,6754226,49%
18_1,01-03-2023,4435,130499913,4517,124441269,-6058644,254941182,49%
21_6,01-01-2021,810,9883449,898,9423286,-460163,19306735,49%
20_1,01-03-2023,3191,134212334,3142,127938132,-6274202,262150466,49%
17_1,01-03-2022,1212,68223391,1262,65025105,-3198286,133248496,49%
20_4,01-09-2022,1150,52495487,1200,50024652,-2470835,102520139,49%
17_3,01-12-2021,4030,121626897,3939,115877153,-5749744,237504050,49%
19_3,01-08-2021,1840,35877229,2068,34150458,-1726771,70027687,49%
21_1,01-04-2022,4459,259104526,4787,246524662,-12579864,505629188,49%
21_1,01-02-2021,6344,232297899,6436,220605678,-11692221,452903577,49%
19_3,01-02-2023,2457,58357077,2536,55413849,-2943228,113770926,49%
17_2,01-12-2022,6473,801243285,6623,760514938,-40728347,1561758223,49%
20_1,01-01-2022,3637,145167467,3674,137772320,-7395147,282939787,49%
19_4,01-11-2022,180,5833743,173,5529343,-304400,11363086,49%
20_2,01-08-2022,1520,52656759,1512,49874381,-2782378,102531140,49%
21_3,01-03-2022,1687,43125792,1725,40827202,-2298590,83952994,49%
17_1,01-10-2022,920,53473383,880,50598530,-2874853,104071913,49%
17_3,01-03-2021,3369,44438539,3446,42040655,-2397884,86479194,49%
23_3,01-09-2022,4949,154515218,5131,146150765,-8364453,300665983,49%
23_2,01-07-2021,3969,80718337,4042,76322991,-4395346,157041328,49%
17_1,01-06-2022,1027,64355919,1086,60849069,-3506850,125204988,49%
21_1,01-12-2022,4610,271354580,4616,256520194,-14834386,527874774,49%
16_1,01-08-2021,4890,934405550,5266,882327191,-52078359,1816732741,49%
15_3,01-04-2021,1287,17759965,1313,16762616,-997349,34522581,49%
16_1,01-02-2021,6584,962450342,6668,907763211,-54687131,1870213553,49%
19_2,01-04-2021,1278,17376631,1212,16376752,-999879,33753383,49%
17_3,01-05-2022,3118,73149482,3175,68930568,-4218914,142080050,49%
14_1,01-10-2022,2331,78745780,2406,74192139,-4553641,152937919,49%
21_6,01-03-2022,981,25435396,1027,23961592,-1473804,49396988,49%
14_3,01-10-2021,1999,42083801,2135,39644136,-2439665,81727937,49%
20_1,01-05-2022,2837,126494603,2775,119127173,-7367430,245621776,49%
19_3,01-03-2021,1819,34071354,1660,32086904,-1984450,66158258,49%
15_2,01-02-2022,13665,1776413066,14032,1672580822,-103832244,3448993888,48%
15_2,01-01-2021,20781,1925802906,20610,1812802185,-113000721,3738605091,48%
14_5,01-02-2022,696,15145845,695,14253893,-891952,29399738,48%
19_2,01-08-2022,1017,27530795,1091,25892243,-1638552,53423038,48%
